bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
0,0.0,0.0,0.0,0.0,0.0,False,,,0.007591925326395647,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.41231056256176607,25,tissue box,e67ecfce-00ab-4f41-97e2-ab363fefea89,office0,0.1
0,0.0,0.125,0.0,0.0005051410609043871,0.0,False,,,0.004041128487235097,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.28284271247461906,27,book,34cc3c17-2b1c-4c4d-b9e5-fd551e206815,office0,0.1
0,0.0855106888361045,0.1995249406175772,0.06630931534632717,0.15472173580809676,0.010526315789473684,True,58,table,0.7754506044667706,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.0,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,office0,0.1
0,0.25,0.42857142857142855,0.24972587750995356,0.4281015043027775,0.0030257186081694403,False,,,0.9989035100398143,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.0,31,pillow,1bbcdac1-983a-480e-b589-d152c490f1b6,office0,0.1
1,0.0,0.4444444444444444,0.0,0.0,0.0,False,,,0.0,23,paper bag,3c112d35-f177-4fae-8fde-d983c93e0169,0.2,24,power outlet,61c35cbf-d0bc-4623-adc6-434dd0159dc7,office0,0.1
0,1.0,1.0,0.4689203883284474,0.4689203883284474,0.1175115207373272,False,,,0.4689203883284474,23,paper bag,3c112d35-f177-4fae-8fde-d983c93e0169,0.0,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,office0,0.1
1,0.0,0.4444444444444444,0.0,0.0,0.0,False,,,0.0,24,power outlet,61c35cbf-d0bc-4623-adc6-434dd0159dc7,0.2,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,office0,0.1
0,0.9166666666666666,1.0,0.6129862880517424,0.6687123142382644,0.15942028985507245,False,,,0.6687123142382644,25,tissue box,e67ecfce-00ab-4f41-97e2-ab363fefea89,0.0,27,book,34cc3c17-2b1c-4c4d-b9e5-fd551e206815,office0,0.1
0,0.03571428571428571,0.25,0.027483456274246892,0.19238419391972825,0.0,False,,,0.769536775678913,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,0.1,31,pillow,1bbcdac1-983a-480e-b589-d152c490f1b6,office0,0.1
1,0.0,0.3,0.0,0.0,0.0,True,8,wall,0.0,31,pillow,1bbcdac1-983a-480e-b589-d152c490f1b6,0.223606797749979,32,person,6e4f99d8-9896-4130-9f1d-aaee29602711,office0,0.1
